 TIME                    	LPT3pin                  	LPT2pin                  	LPT1pin                  	LPT3mout                 	LPT2mout                 	LPT1mout                 	
  +3.8750000000000000E+00	  +4.6656936084256300E+00	  +6.2329661864923800E+00	  +1.0002710856277560E+01	  +8.4338323256352378E+04	  +9.5338437060129174E+04	  +9.7169928537117667E+04	
  +4.0000000000000000E+00	  +4.6656966249080005E+00	  +6.2329647291076471E+00	  +1.0002709501548836E+01	  +8.4338378273921378E+04	  +9.5338424608326037E+04	  +9.7169921444963620E+04	
  +4.1250000000000000E+00	  +4.6656992280279779E+00	  +6.2329662879921912E+00	  +1.0002711183923761E+01	  +8.4338425752180701E+04	  +9.5338400286868637E+04	  +9.7169932735933544E+04	
  +4.2500000000000000E+00	  +4.6656993570583891E+00	  +6.2329679515341772E+00	  +1.0002713415941095E+01	  +8.4338428105564089E+04	  +9.5338390370948691E+04	  +9.7169951719907898E+04	
  +4.3750000000000000E+00	  +4.6656980126454322E+00	  +6.2329681467321834E+00	  +1.0002713408753801E+01	  +8.4338403584839936E+04	  +9.5338393801594604E+04	  +9.7169949674158022E+04	
  +4.5000000000000000E+00	  +4.6656968145985722E+00	  +6.2329676478646467E+00	  +1.0002712584013615E+01	  +8.4338381733684393E+04	  +9.5338411456996677E+04	  +9.7169941513396814E+04	
  +4.6250000000000000E+00	  +4.6656966727299656E+00	  +6.2329668073142326E+00	  +1.0002711612909836E+01	  +8.4338379146145380E+04	  +9.5338413413875562E+04	  +9.7169934409466267E+04	
  +4.7500000000000000E+00	  +4.6656979054897763E+00	  +6.2329665485895402E+00	  +1.0002711487295514E+01	  +8.4338401630429827E+04	  +9.5338408107508076E+04	  +9.7169934974882839E+04	
  +4.8750000000000000E+00	  +4.6656981503698818E+00	  +6.2329672626814503E+00	  +1.0002712170863559E+01	  +8.4338406096793755E+04	  +9.5338400847244950E+04	  +9.7169938763958809E+04	
  +5.0000000000000000E+00	  +4.6656980280063802E+00	  +6.2329674319006889E+00	  +1.0002712550132689E+01	  +8.4338403865007989E+04	  +9.5338400357196864E+04	  +9.7169943112450768E+04	
  +5.1250000000000000E+00	  +4.6656974950202654E+00	  +6.2329673844611424E+00	  +1.0002712414020484E+01	  +8.4338394143883648E+04	  +9.5338401893348419E+04	  +9.7169941420350660E+04	
  +5.2500000000000000E+00	  +4.6656973354962830E+00	  +6.2329671222741396E+00	  +1.0002712076407448E+01	  +8.4338391234328563E+04	  +9.5338406651850950E+04	  +9.7169938653359510E+04	
  +5.3750000000000000E+00	  +4.6656973686083498E+00	  +6.2329669900149121E+00	  +1.0002712210837949E+01	  +8.4338391838258947E+04	  +9.5338406204902480E+04	  +9.7169942096989267E+04	
  +5.5000000000000000E+00	  +4.6656977292809421E+00	  +6.2329669407373105E+00	  +1.0002712210473511E+01	  +8.4338398416559998E+04	  +9.5338403628278364E+04	  +9.7169942578835646E+04	
  +5.6250000000000000E+00	  +4.6656977327893321E+00	  +6.2329673224639786E+00	  +1.0002712491169445E+01	  +8.4338398480549469E+04	  +9.5338407515795756E+04	  +9.7169943259025706E+04	
  +5.7500000000000000E+00	  +4.6656975974500812E+00	  +6.2329673224155711E+00	  +1.0002712226989386E+01	  +8.4338396012099256E+04	  +9.5338407422747652E+04	  +9.7169939064163409E+04	
  +5.8750000000000000E+00	  +4.6656979569131449E+00	  +6.2329672268040301E+00	  +1.0002712208009484E+01	  +8.4338402568339719E+04	  +9.5338407620937898E+04	  +9.7169939708889287E+04	
  +6.0000000000000000E+00	  +4.6656979003089711E+00	  +6.2329673642364263E+00	  +1.0002712315370715E+01	  +8.4338401535937213E+04	  +9.5338403041125639E+04	  +9.7169940053868544E+04	
  +6.1250000000000000E+00	  +4.6656979124837941E+00	  +6.2329673679063378E+00	  +1.0002712277510083E+01	  +8.4338401757993590E+04	  +9.5338404642862035E+04	  +9.7169939416302339E+04	
  +6.2500000000000000E+00	  +4.6656974964551789E+00	  +6.2329673819447899E+00	  +1.0002712286166227E+01	  +8.4338394170055006E+04	  +9.5338404814198278E+04	  +9.7169939414847569E+04	
  +6.3750000000000000E+00	  +4.6656975952109114E+00	  +6.2329670346402795E+00	  +1.0002712047700959E+01	  +8.4338395971259088E+04	  +9.5338403565762652E+04	  +9.7169939064676873E+04	
  +6.5000000000000000E+00	  +4.6656977094972971E+00	  +6.2329671218452631E+00	  +1.0002712103122843E+01	  +8.4338398055726444E+04	  +9.5338404027807104E+04	  +9.7169939081860342E+04	
  +6.6250000000000000E+00	  +4.6656975202948816E+00	  +6.2329672018059741E+00	  +1.0002712432256633E+01	  +8.4338394604866931E+04	  +9.5338403833385397E+04	  +9.7169943517443506E+04	
  +6.7500000000000000E+00	  +4.6656975909865563E+00	  +6.2329670594520303E+00	  +1.0002712349402669E+01	  +8.4338395894211149E+04	  +9.5338403808122457E+04	  +9.7169943610356539E+04	
  +6.8750000000000000E+00	  +4.6656975611424256E+00	  +6.2329672364588280E+00	  +1.0002712197332659E+01	  +8.4338395349884566E+04	  +9.5338408125141999E+04	  +9.7169939443794268E+04	
  +7.0000000000000000E+00	  +4.6656975629876234E+00	  +6.2329672270648055E+00	  +1.0002712191112140E+01	  +8.4338395383539100E+04	  +9.5338408575519090E+04	  +9.7169939437968584E+04	
  +7.1250000000000000E+00	  +4.6656979882722283E+00	  +6.2329671037888561E+00	  +1.0002712148226211E+01	  +8.4338403140297494E+04	  +9.5338404238782867E+04	  +9.7169939976809372E+04	
  +7.2500000000000000E+00	  +4.6656980060397073E+00	  +6.2329674161382425E+00	  +1.0002712321129552E+01	  +8.4338403464358242E+04	  +9.5338404030113292E+04	  +9.7169939631720190E+04	
  +7.3750000000000000E+00	  +4.6656976425170908E+00	  +6.2329674530520798E+00	  +1.0002712357265247E+01	  +8.4338396834075655E+04	  +9.5338404851626605E+04	  +9.7169939840290739E+04	
  +7.5000000000000000E+00	  +4.6656976038372360E+00	  +6.2329671479359776E+00	  +1.0002712128758009E+01	  +8.4338396128594468E+04	  +9.5338403703556760E+04	  +9.7169939230777934E+04	
  +7.6250000000000000E+00	  +4.6656976874631981E+00	  +6.2329671247788268E+00	  +1.0002712094197788E+01	  +8.4338397653846914E+04	  +9.5338403905220519E+04	  +9.7169938911095494E+04	
  +7.7500000000000000E+00	  +4.6656975187807523E+00	  +6.2329671942118958E+00	  +1.0002712416117157E+01	  +8.4338394577250758E+04	  +9.5338404142995685E+04	  +9.7169943336287106E+04	
  +7.8750000000000000E+00	  +4.6656975665140061E+00	  +6.2329670560840098E+00	  +1.0002712330304087E+01	  +8.4338395447856732E+04	  +9.5338403730381688E+04	  +9.7169943340388098E+04	
  +8.0000000000000000E+00	  +4.6656975762974655E+00	  +6.2329672177031101E+00	  +1.0002712184002936E+01	  +8.4338395626297075E+04	  +9.5338408109947733E+04	  +9.7169939417710120E+04	
  +8.1250000000000000E+00	  +4.6656975615405285E+00	  +6.2329672299316234E+00	  +1.0002712200641382E+01	  +8.4338395357145564E+04	  +9.5338408280592397E+04	  +9.7169939560929750E+04	
  +8.2500000000000000E+00	  +4.6656979897380904E+00	  +6.2329671012680352E+00	  +1.0002712150574659E+01	  +8.4338403167033335E+04	  +9.5338404188769928E+04	  +9.7169940039049339E+04	
  +8.3750000000000000E+00	  +4.6656979914686723E+00	  +6.2329674208525958E+00	  +1.0002712324301580E+01	  +8.4338403198597371E+04	  +9.5338404155949000E+04	  +9.7169939635442337E+04	
  +8.5000000000000000E+00	  +4.6656976414040203E+00	  +6.2329674431013204E+00	  +1.0002712348592617E+01	  +8.4338396813774365E+04	  +9.5338404884899574E+04	  +9.7169939801033281E+04	
  +8.6250000000000000E+00	  +4.6656976063260602E+00	  +6.2329671478270319E+00	  +1.0002712127418825E+01	  +8.4338396173988076E+04	  +9.5338403728752761E+04	  +9.7169939210588986E+04	
  +8.7500000000000000E+00	  +4.6656976903888490E+00	  +6.2329671256382300E+00	  +1.0002712091523293E+01	  +8.4338397707207798E+04	  +9.5338403870305629E+04	  +9.7169938860118506E+04	
  +8.8750000000000000E+00	  +4.6656975220077710E+00	  +6.2329671958362418E+00	  +1.0002712418808770E+01	  +8.4338394636108293E+04	  +9.5338404123316941E+04	  +9.7169943362957580E+04	
  +9.0000000000000000E+00	  +4.6656975644948107E+00	  +6.2329670555738934E+00	  +1.0002712330417948E+01	  +8.4338395411028658E+04	  +9.5338403628598389E+04	  +9.7169943347244232E+04	
  +9.1250000000000000E+00	  +4.6656975746582479E+00	  +6.2329672170096435E+00	  +1.0002712183116799E+01	  +8.4338395596399409E+04	  +9.5338408138405590E+04	  +9.7169939410500010E+04	
  +9.2500000000000000E+00	  +4.6656975503603952E+00	  +6.2329672290170866E+00	  +1.0002712199142636E+01	  +8.4338395153231308E+04	  +9.5338408291464133E+04	  +9.7169939546178677E+04	
  +9.3750000000000000E+00	  +4.6656979910934568E+00	  +6.2329670927794130E+00	  +1.0002712144567306E+01	  +8.4338403191753838E+04	  +9.5338404184605097E+04	  +9.7169940027649340E+04	
  +9.5000000000000000E+00	  +4.6656979924570203E+00	  +6.2329674215310744E+00	  +1.0002712324904065E+01	  +8.4338403216623847E+04	  +9.5338404144256870E+04	  +9.7169939638296171E+04	
  +9.6250000000000000E+00	  +4.6656976423498939E+00	  +6.2329674436475573E+00	  +1.0002712349517481E+01	  +8.4338396831026155E+04	  +9.5338404878164598E+04	  +9.7169939810315336E+04	
  +9.7500000000000000E+00	  +4.6656976069035228E+00	  +6.2329671485423859E+00	  +1.0002712128616224E+01	  +8.4338396184520418E+04	  +9.5338403729007347E+04	  +9.7169939222525500E+04	
  +9.8750000000000000E+00	  +4.6656976897517142E+00	  +6.2329671259238593E+00	  +1.0002712091552768E+01	  +8.4338397695587104E+04	  +9.5338403865204440E+04	  +9.7169938857760106E+04	
  +1.0000000000000000E+01	  +4.6656975218171262E+00	  +6.2329671958261192E+00	  +1.0002712418543522E+01	  +8.4338394632631127E+04	  +9.5338404139556762E+04	  +9.7169943358845470E+04	
  +1.0125000000000000E+01	  +4.6656975640526932E+00	  +6.2329670553794765E+00	  +1.0002712329950588E+01	  +8.4338395402964888E+04	  +9.5338403626799452E+04	  +9.7169943341746155E+04	
  +1.0250000000000000E+01	  +4.6656975755371874E+00	  +6.2329672165831234E+00	  +1.0002712182852834E+01	  +8.4338395612430380E+04	  +9.5338408135080666E+04	  +9.7169939410528779E+04	
  +1.0375000000000000E+01	  +4.6656975503563496E+00	  +6.2329672295378113E+00	  +1.0002712199643936E+01	  +8.4338395153157515E+04	  +9.5338408286690770E+04	  +9.7169939548986731E+04	
  +1.0500000000000000E+01	  +4.6656979909719656E+00	  +6.2329670927607044E+00	  +1.0002712144628481E+01	  +8.4338403189537945E+04	  +9.5338404184059604E+04	  +9.7169940028805955E+04	
  +1.0625000000000000E+01	  +4.6656979921709150E+00	  +6.2329674215043296E+00	  +1.0002712324880621E+01	  +8.4338403211405574E+04	  +9.5338404146490255E+04	  +9.7169939638188516E+04	
  +1.0750000000000000E+01	  +4.6656976422140959E+00	  +6.2329674434533358E+00	  +1.0002712349308080E+01	  +8.4338396828549317E+04	  +9.5338404878858404E+04	  +9.7169939808911848E+04	
  +1.0875000000000000E+01	  +4.6656976070382594E+00	  +6.2329671484742191E+00	  +1.0002712128544410E+01	  +8.4338396186977858E+04	  +9.5338403730172286E+04	  +9.7169939222059591E+04	
  +1.1000000000000000E+01	  +4.6656976898297220E+00	  +6.2329671259821104E+00	  +1.0002712091605837E+01	  +8.4338397697009903E+04	  +9.5338403863722167E+04	  +9.7169938858026449E+04	
  +1.1125000000000000E+01	  +4.6656975219270356E+00	  +6.2329671958681994E+00	  +1.0002712418621568E+01	  +8.4338394634635755E+04	  +9.5338404138989237E+04	  +9.7169943359668468E+04	
  +1.1250000000000000E+01	  +4.6656975639754137E+00	  +6.2329670554585643E+00	  +1.0002712330013910E+01	  +8.4338395401555375E+04	  +9.5338403626688669E+04	  +9.7169943341969090E+04	
  +1.1375000000000000E+01	  +4.6656975754827261E+00	  +6.2329672165451120E+00	  +1.0002712182808516E+01	  +8.4338395611437067E+04	  +9.5338408135770762E+04	  +9.7169939410201143E+04	
  +1.1500000000000000E+01	  +4.6656975503314460E+00	  +6.2329672295073477E+00	  +1.0002712199604193E+01	  +8.4338395152703306E+04	  +9.5338408287049228E+04	  +9.7169939548657028E+04	
  +1.1625000000000000E+01	  +4.6656979910035590E+00	  +6.2329670927354481E+00	  +1.0002712144604107E+01	  +8.4338403190114186E+04	  +9.5338404183829509E+04	  +9.7169940028668818E+04	
  +1.1750000000000000E+01	  +4.6656979922048212E+00	  +6.2329674215226865E+00	  +1.0002712324903969E+01	  +8.4338403212023986E+04	  +9.5338404146306159E+04	  +9.7169939638377662E+04	
  +1.1875000000000000E+01	  +4.6656976422101213E+00	  +6.2329674434717317E+00	  +1.0002712349330066E+01	  +8.4338396828476834E+04	  +9.5338404878615402E+04	  +9.7169939809078947E+04	
  +1.2000000000000000E+01	  +4.6656976070282719E+00	  +6.2329671484747999E+00	  +1.0002712128547431E+01	  +8.4338396186795697E+04	  +9.5338403730296006E+04	  +9.7169939222101850E+04	
  +1.2125000000000000E+01	  +4.6656976898095754E+00	  +6.2329671259785213E+00	  +1.0002712091597418E+01	  +8.4338397696642438E+04	  +9.5338403863857427E+04	  +9.7169938857928268E+04	
  +1.2250000000000000E+01	  +4.6656975219301344E+00	  +6.2329671958556698E+00	  +1.0002712418608338E+01	  +8.4338394634692275E+04	  +9.5338404139078004E+04	  +9.7169943359582365E+04	
  +1.2375000000000000E+01	  +4.6656975639842475E+00	  +6.2329670554591319E+00	  +1.0002712330014299E+01	  +8.4338395401716509E+04	  +9.5338403626627711E+04	  +9.7169943341969672E+04	
  +1.2500000000000000E+01	  +4.6656975754905652E+00	  +6.2329672165491585E+00	  +1.0002712182814127E+01	  +8.4338395611580025E+04	  +9.5338408135681530E+04	  +9.7169939410250183E+04	
  +1.2625000000000000E+01	  +4.6656975503302327E+00	  +6.2329672295128828E+00	  +1.0002712199610350E+01	  +8.4338395152681187E+04	  +9.5338408287037630E+04	  +9.7169939548700029E+04	
  +1.2750000000000000E+01	  +4.6656979909974856E+00	  +6.2329670927351879E+00	  +1.0002712144603400E+01	  +8.4338403190003417E+04	  +9.5338404183852050E+04	  +9.7169940028660159E+04	
  +1.2875000000000000E+01	  +4.6656979922024346E+00	  +6.2329674215195050E+00	  +1.0002712324900289E+01	  +8.4338403211980461E+04	  +9.5338404146353656E+04	  +9.7169939638350697E+04	
  +1.3000000000000000E+01	  +4.6656976422105378E+00	  +6.2329674434700060E+00	  +1.0002712349327803E+01	  +8.4338396828484430E+04	  +9.5338404878617526E+04	  +9.7169939809060117E+04	
  +1.3125000000000000E+01	  +4.6656976070315688E+00	  +6.2329671484746330E+00	  +1.0002712128547698E+01	  +8.4338396186855840E+04	  +9.5338403730279359E+04	  +9.7169939222107714E+04	
  +1.3250000000000000E+01	  +4.6656976898106306E+00	  +6.2329671259803856E+00	  +1.0002712091599578E+01	  +8.4338397696661690E+04	  +9.5338403863836415E+04	  +9.7169938857944144E+04	
  +1.3375000000000000E+01	  +4.6656975219294612E+00	  +6.2329671958564195E+00	  +1.0002712418609269E+01	  +8.4338394634679993E+04	  +9.5338404139076636E+04	  +9.7169943359589714E+04	
  +1.3500000000000000E+01	  +4.6656975639827500E+00	  +6.2329670554589978E+00	  +1.0002712330013969E+01	  +8.4338395401689195E+04	  +9.5338403626640575E+04	  +9.7169943341965758E+04	
  +1.3625000000000000E+01	  +4.6656975754900003E+00	  +6.2329672165482650E+00	  +1.0002712182813040E+01	  +8.4338395611569737E+04	  +9.5338408135689417E+04	  +9.7169939410241772E+04	
  +1.3750000000000000E+01	  +4.6656975503308766E+00	  +6.2329672295124672E+00	  +1.0002712199609917E+01	  +8.4338395152692916E+04	  +9.5338408287037906E+04	  +9.7169939548697279E+04	
  +1.3875000000000000E+01	  +4.6656979909981322E+00	  +6.2329670927354632E+00	  +1.0002712144603738E+01	  +8.4338403190015219E+04	  +9.5338404183844861E+04	  +9.7169940028662808E+04	
  +1.4000000000000000E+01	  +4.6656979922026789E+00	  +6.2329674215198878E+00	  +1.0002712324900786E+01	  +8.4338403211984914E+04	  +9.5338404146350134E+04	  +9.7169939638354830E+04	
  +1.4125000000000000E+01	  +4.6656976422101524E+00	  +6.2329674434702085E+00	  +1.0002712349327998E+01	  +8.4338396828477402E+04	  +9.5338404878618210E+04	  +9.7169939809061209E+04	
  +1.4250000000000000E+01	  +4.6656976070312410E+00	  +6.2329671484744456E+00	  +1.0002712128547468E+01	  +8.4338396186849859E+04	  +9.5338403730282851E+04	  +9.7169939222105910E+04	
  +1.4375000000000000E+01	  +4.6656976898105702E+00	  +6.2329671259801946E+00	  +1.0002712091599337E+01	  +8.4338397696660584E+04	  +9.5338403863838306E+04	  +9.7169938857942194E+04	
  +1.4500000000000000E+01	  +4.6656975219296593E+00	  +6.2329671958563466E+00	  +1.0002712418609201E+01	  +8.4338394634683616E+04	  +9.5338404139075647E+04	  +9.7169943359589364E+04	
  +1.4625000000000000E+01	  +4.6656975639829303E+00	  +6.2329670554590981E+00	  +1.0002712330014099E+01	  +8.4338395401692469E+04	  +9.5338403626638916E+04	  +9.7169943341966835E+04	
  +1.4750000000000000E+01	  +4.6656975754899905E+00	  +6.2329672165483752E+00	  +1.0002712182813166E+01	  +8.4338395611569547E+04	  +9.5338408135688573E+04	  +9.7169939410242703E+04	
  +1.4875000000000000E+01	  +4.6656975503307745E+00	  +6.2329672295124787E+00	  +1.0002712199609928E+01	  +8.4338395152691053E+04	  +9.5338408287038576E+04	  +9.7169939548697323E+04	
  +1.5000000000000000E+01	  +4.6656979909980469E+00	  +6.2329670927354117E+00	  +1.0002712144603668E+01	  +8.4338403190013647E+04	  +9.5338404183845720E+04	  +9.7169940028662211E+04	
  +1.5125000000000000E+01	  +4.6656979922026940E+00	  +6.2329674215198327E+00	  +1.0002712324900726E+01	  +8.4338403211985205E+04	  +9.5338404146350440E+04	  +9.7169939638354379E+04	
  +1.5250000000000000E+01	  +4.6656976422102110E+00	  +6.2329674434702085E+00	  +1.0002712349328000E+01	  +8.4338396828478464E+04	  +9.5338404878617832E+04	  +9.7169939809061252E+04	
  +1.5375000000000000E+01	  +4.6656976070312766E+00	  +6.2329671484744757E+00	  +1.0002712128547506E+01	  +8.4338396186850514E+04	  +9.5338403730282385E+04	  +9.7169939222106215E+04	
  +1.5500000000000000E+01	  +4.6656976898105587E+00	  +6.2329671259802186E+00	  +1.0002712091599365E+01	  +8.4338397696660366E+04	  +9.5338403863838219E+04	  +9.7169938857942398E+04	
  +1.5625000000000000E+01	  +4.6656975219296264E+00	  +6.2329671958563431E+00	  +1.0002712418609194E+01	  +8.4338394634683005E+04	  +9.5338404139075850E+04	  +9.7169943359589292E+04	
  +1.5750000000000000E+01	  +4.6656975639829144E+00	  +6.2329670554590804E+00	  +1.0002712330014077E+01	  +8.4338395401692193E+04	  +9.5338403626639149E+04	  +9.7169943341966660E+04	
  +1.5875000000000000E+01	  +4.6656975754899985E+00	  +6.2329672165483645E+00	  +1.0002712182813154E+01	  +8.4338395611569707E+04	  +9.5338408135688573E+04	  +9.7169939410242616E+04	
  +1.6000000000000000E+01	  +4.6656975503307923E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691373E+04	  +9.5338408287038445E+04	  +9.7169939548697352E+04	
  +1.6125000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354224E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845618E+04	  +9.7169940028662284E+04	
  +1.6250000000000000E+01	  +4.6656979922026887E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985089E+04	  +9.5338404146350411E+04	  +9.7169939638354408E+04	
  +1.6375000000000000E+01	  +4.6656976422102012E+00	  +6.2329674434702067E+00	  +1.0002712349328000E+01	  +8.4338396828478304E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +1.6500000000000000E+01	  +4.6656976070312730E+00	  +6.2329671484744695E+00	  +1.0002712128547500E+01	  +8.4338396186850441E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +1.6625000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +1.6750000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589292E+04	
  +1.6875000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +1.7000000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483645E+00	  +1.0002712182813156E+01	  +8.4338395611569678E+04	  +9.5338408135688558E+04	  +9.7169939410242630E+04	
  +1.7125000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +1.7250000000000000E+01	  +4.6656979909980505E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013720E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +1.7375000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198354E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +1.7500000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +1.7625000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +1.7750000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942398E+04	
  +1.7875000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +1.8000000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639134E+04	  +9.7169943341966689E+04	
  +1.8125000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +1.8250000000000000E+01	  +4.6656975503307905E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691344E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +1.8375000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +1.8500000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +1.8625000000000000E+01	  +4.6656976422102030E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478319E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +1.8750000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744713E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +1.8875000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +1.9000000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +1.9125000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +1.9250000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +1.9375000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +1.9500000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +1.9625000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +1.9750000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +1.9875000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +2.0000000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +2.0125000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +2.0250000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +2.0375000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +2.0500000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +2.0625000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +2.0750000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +2.0875000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +2.1000000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +2.1125000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +2.1250000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
